CPT Codes,Procedure Code Category,Operative Procedure,Procedure Description,Procedure Code Descriptions
33645,CARD,Cardiac surgery,"Procedures on the heart; includes valves or septum; does not include coronary artery bypass graft, surgery on vessels, heart transplantation, or pacemaker implantation","Direct or patch closure, sinus venosus, with or without anomalous pulmonary venous drainage "
33647,CARD,Cardiac surgery,"Procedures on the heart; includes valves or septum; does not include coronary artery bypass graft, surgery on vessels, heart transplantation, or pacemaker implantation","Repair of atrial septal defect and ventricular septal defect, with direct or patch closure "
33660,CARD,Cardiac surgery,"Procedures on the heart; includes valves or septum; does not include coronary artery bypass graft, surgery on vessels, heart transplantation, or pacemaker implantation","Repair of incomplete or partial atrioventricular canal (ostium primum atrial septal defect), with or without atrioventricular valve repair "
33665,CARD,Cardiac surgery,"Procedures on the heart; includes valves or septum; does not include coronary artery bypass graft, surgery on vessels, heart transplantation, or pacemaker implantation","Repair of intermediate or transitional atrioventricular canal, with or without atrioventricular valve repair "
33670,CARD,Cardiac surgery,"Procedures on the heart; includes valves or septum; does not include coronary artery bypass graft, surgery on vessels, heart transplantation, or pacemaker implantation","Repair of complete atrioventricular canal, with or without prosthetic valve "
33675,CARD,Cardiac surgery,"Procedures on the heart; includes valves or septum; does not include coronary artery bypass graft, surgery on vessels, heart transplantation, or pacemaker implantation",Closure of multiple ventricular septal defects; 
33676,CARD,Cardiac surgery,"Procedures on the heart; includes valves or septum; does not include coronary artery bypass graft, surgery on vessels, heart transplantation, or pacemaker implantation",Closure of multiple ventricular septal defects; with pulmonary valvotomy or infundibular resection (acyanotic) 
33677,CARD,Cardiac surgery,"Procedures on the heart; includes valves or septum; does not include coronary artery bypass graft, surgery on vessels, heart transplantation, or pacemaker implantation","Closure of multiple ventricular septal defects; with removal of pulmonary artery band, with or without gusset "
33681,CARD,Cardiac surgery,"Procedures on the heart; includes valves or septum; does not include coronary artery bypass graft, surgery on vessels, heart transplantation, or pacemaker implantation","Closure of single ventricular septal defect, with or without patch; "
33684,CARD,Cardiac surgery,"Procedures on the heart; includes valves or septum; does not include coronary artery bypass graft, surgery on vessels, heart transplantation, or pacemaker implantation","Closure of single ventricular septal defect, with or without patch; with pulmonary valvotomy or infundibular resection (acyanotic) "
33688,CARD,Cardiac surgery,"Procedures on the heart; includes valves or septum; does not include coronary artery bypass graft, surgery on vessels, heart transplantation, or pacemaker implantation","Closure of single ventricular septal defect, with or without patch; with removal of pulmonary artery band, with or without gusset "
33692,CARD,Cardiac surgery,"Procedures on the heart; includes valves or septum; does not include coronary artery bypass graft, surgery on vessels, heart transplantation, or pacemaker implantation",Complete repair tetralogy of Fallot without pulmonary atresia;
33694,CARD,Cardiac surgery,"Procedures on the heart; includes valves or septum; does not include coronary artery bypass graft, surgery on vessels, heart transplantation, or pacemaker implantation",Complete repair tetralogy of Fallot without pulmonary atresia; with transannular patch
33697,CARD,Cardiac surgery,"Procedures on the heart; includes valves or septum; does not include coronary artery bypass graft, surgery on vessels, heart transplantation, or pacemaker implantation",Complete repair tetralogy of Fallot with pulmonary atresia including construction of conduit from right ventricle to pulmonary artery and closure of ventricular septal defect
33702,CARD,Cardiac surgery,"Procedures on the heart; includes valves or septum; does not include coronary artery bypass graft, surgery on vessels, heart transplantation, or pacemaker implantation","Repair sinus of Valsalva fistula, with cardiopulmonary bypass; "
33710,CARD,Cardiac surgery,"Procedures on the heart; includes valves or septum; does not include coronary artery bypass graft, surgery on vessels, heart transplantation, or pacemaker implantation","Repair sinus of Valsalva fistula, with cardiopulmonary bypass; with repair of ventricular septal defect "
33720,CARD,Cardiac surgery,"Procedures on the heart; includes valves or septum; does not include coronary artery bypass graft, surgery on vessels, heart transplantation, or pacemaker implantation","Repair sinus of Valsalva aneurysm, with cardiopulmonary bypass "
33722,CARD,Cardiac surgery,"Procedures on the heart; includes valves or septum; does not include coronary artery bypass graft, surgery on vessels, heart transplantation, or pacemaker implantation",Closure of aortico-left ventricular tunnel 
33732,CARD,Cardiac surgery,"Procedures on the heart; includes valves or septum; does not include coronary artery bypass graft, surgery on vessels, heart transplantation, or pacemaker implantation",Repair of cor triatriatum or supravalvular mitral ring by resection of left atrial membrane
33735,CARD,Cardiac surgery,"Procedures on the heart; includes valves or septum; does not include coronary artery bypass graft, surgery on vessels, heart transplantation, or pacemaker implantation",Atrial septectomy or septostomy; closed heart (Blalock-Hanlon type operation) 
33736,CARD,Cardiac surgery,"Procedures on the heart; includes valves or septum; does not include coronary artery bypass graft, surgery on vessels, heart transplantation, or pacemaker implantation",Atrial septectomy or septostomy; open heart with cardiopulmonary bypass 
33737,CARD,Cardiac surgery,"Procedures on the heart; includes valves or septum; does not include coronary artery bypass graft, surgery on vessels, heart transplantation, or pacemaker implantation","Atrial septectomy or septostomy; open heart, with inflow occlusion "
33770,CARD,Cardiac surgery,"Procedures on the heart; includes valves or septum; does not include coronary artery bypass graft, surgery on vessels, heart transplantation, or pacemaker implantation",Repair of transposition of the great arteries with ventricular septal defect and subpulmonary stenosis; without surgical enlargement of ventricular septal defect
33774,CARD,Cardiac surgery,"Procedures on the heart; includes valves or septum; does not include coronary artery bypass graft, surgery on vessels, heart transplantation, or pacemaker implantation","Repair of transposition of the great arteries, atrial baffle procedure (eg, Mustard or Senning type) with cardiopulmonary bypass;"
33776,CARD,Cardiac surgery,"Procedures on the heart; includes valves or septum; does not include coronary artery bypass graft, surgery on vessels, heart transplantation, or pacemaker implantation","Repair of transposition of the great arteries, atrial baffle procedure (eg, Mustard or Senning type) with cardiopulmonary bypass; with closure of ventricular septal defect "
33780,CARD,Cardiac surgery,"Procedures on the heart; includes valves or septum; does not include coronary artery bypass graft, surgery on vessels, heart transplantation, or pacemaker implantation","Repair of transposition of the great arteries, aortic pulmonary artery reconstruction (eg, Jatene type); with closure of ventricular septal defect "
33782,CARD,Cardiac surgery,"Procedures on the heart; includes valves or septum; does not include coronary artery bypass graft, surgery on vessels, heart transplantation, or pacemaker implantation","Aortic root translocation with ventricular septal defect and pulmonary stenosis repair (ie, Nikaidoh procedure); without coronary ostium reimplantation "
33783,CARD,Cardiac surgery,"Procedures on the heart; includes valves or septum; does not include coronary artery bypass graft, surgery on vessels, heart transplantation, or pacemaker implantation","Aortic root translocation with ventricular septal defect and pulmonary stenosis repair (ie, Nikaidoh procedure); with reimplantation of 1 or both coronary ostia "
33786,CARD,Cardiac surgery,"Procedures on the heart; includes valves or septum; does not include coronary artery bypass graft, surgery on vessels, heart transplantation, or pacemaker implantation","Total repair, truncus arteriosus (Rastelli type operation)"
33813,CARD,Cardiac surgery,"Procedures on the heart; includes valves or septum; does not include coronary artery bypass graft, surgery on vessels, heart transplantation, or pacemaker implantation",Obliteration of aortopulmonary septal defect; without cardiopulmonary bypass 
